"yr","mo.ab","site","mo.no","mo.no0.5","NDVI","mo.no.char","i","mo.char","i.new","day.num","julian","days.elapsed","date"
"2012","b","Lloyd",1,1.5,0.7331,"1",446,"Jan",1417,22,22,82645,"22/1/2012"
"2012","b","scrub",1,1.5,0.5031,"1",446,"Jan",1429,22,22,82645,"22/1/2012"
"2012","a","broadleaf",2,2,0.6302,"2",447,"Feb",1370,7,38,82683,"7/2/2012"
"2012","a","Lloyd",2,2,0.7401,"2",447,"Feb",1382,7,38,82683,"7/2/2012"
"2012","a","scrub",2,2,0.4777,"2",447,"Feb",1394,7,38,82683,"7/2/2012"
"2012","b","broadleaf",2,2.5,0.6686,"2",448,"Feb",1406,22,53,82736,"22/2/2012"
"2012","b","Lloyd",2,2.5,0.7331,"2",448,"Feb",1418,22,53,82736,"22/2/2012"
"2012","b","scrub",2,2.5,0.4822,"2",448,"Feb",1430,22,53,82736,"22/2/2012"
"2012","a","broadleaf",3,3,0.7445,"3",449,"Mar",1371,7,67,82803,"7/3/2012"
"2012","a","Lloyd",3,3,0.7193,"3",449,"Mar",1383,7,67,82803,"7/3/2012"
"2012","a","scrub",3,3,0.4714,"3",449,"Mar",1395,7,67,82803,"7/3/2012"
"2012","b","broadleaf",3,3.5,0.6981,"3",450,"Mar",1407,22,82,82885,"22/3/2012"
"2012","b","Lloyd",3,3.5,0.6106,"3",450,"Mar",1419,22,82,82885,"22/3/2012"
"2012","b","scrub",3,3.5,0.4442,"3",450,"Mar",1431,22,82,82885,"22/3/2012"
"2012","a","broadleaf",4,4,0.6777,"4",451,"Apr",1372,7,98,82983,"7/4/2012"
"2012","a","Lloyd",4,4,0.6022,"4",451,"Apr",1384,7,98,82983,"7/4/2012"
"2012","a","scrub",4,4,0.4532,"4",451,"Apr",1396,7,98,82983,"7/4/2012"
"2012","b","broadleaf",4,4.5,0.6651,"4",452,"Apr",1408,22,113,83096,"22/4/2012"
"2012","b","Lloyd",4,4.5,0.6092,"4",452,"Apr",1420,22,113,83096,"22/4/2012"
"2012","b","scrub",4,4.5,0.4995,"4",452,"Apr",1432,22,113,83096,"22/4/2012"
"2012","a","broadleaf",5,5,0.7518,"5",453,"May",1373,7,128,83224,"7/5/2012"
"2012","a","Lloyd",5,5,0.6819,"5",453,"May",1385,7,128,83224,"7/5/2012"
"2012","a","scrub",5,5,0.5529,"5",453,"May",1397,7,128,83224,"7/5/2012"
"2012","b","broadleaf",5,5.5,0.749,"5",454,"May",1409,22,143,83367,"22/5/2012"
"2012","b","Lloyd",5,5.5,0.6863,"5",454,"May",1421,22,143,83367,"22/5/2012"
"2012","b","scrub",5,5.5,0.5484,"5",454,"May",1433,22,143,83367,"22/5/2012"
"2012","a","broadleaf",6,6,0.7204,"6",455,"Jun",1374,7,159,83526,"7/6/2012"
"2012","a","Lloyd",6,6,0.7093,"6",455,"Jun",1386,7,159,83526,"7/6/2012"
"2012","a","scrub",6,6,0.5067,"6",455,"Jun",1398,7,159,83526,"7/6/2012"
"2012","b","broadleaf",6,6.5,0.6249,"6",456,"Jun",1410,22,174,83700,"22/6/2012"
"2012","b","Lloyd",6,6.5,0.6845,"6",456,"Jun",1422,22,174,83700,"22/6/2012"
"2012","b","scrub",6,6.5,0.4686,"6",456,"Jun",1434,22,174,83700,"22/6/2012"
"2012","a","broadleaf",7,7,0.6034,"7",457,"Jul",1375,7,189,83889,"7/7/2012"
"2012","a","Lloyd",7,7,0.6811,"7",457,"Jul",1387,7,189,83889,"7/7/2012"
"2012","a","scrub",7,7,0.4523,"7",457,"Jul",1399,7,189,83889,"7/7/2012"
"2012","b","broadleaf",7,7.5,0.6472,"7",458,"Jul",1411,22,204,84093,"22/7/2012"
"2012","b","Lloyd",7,7.5,0.7212,"7",458,"Jul",1423,22,204,84093,"22/7/2012"
"2012","b","scrub",7,7.5,0.4551,"7",458,"Jul",1435,22,204,84093,"22/7/2012"
"2012","a","broadleaf",8,8,0.6972,"8",459,"Aug",1376,7,220,84313,"7/8/2012"
"2012","a","Lloyd",8,8,0.6945,"8",459,"Aug",1388,7,220,84313,"7/8/2012"
"2012","a","scrub",8,8,0.5004,"8",459,"Aug",1400,7,220,84313,"7/8/2012"
"2012","b","broadleaf",8,8.5,0.757,"8",460,"Aug",1412,22,235,84548,"22/8/2012"
"2012","b","Lloyd",8,8.5,0.663,"8",460,"Aug",1424,22,235,84548,"22/8/2012"
"2012","b","scrub",8,8.5,0.5756,"8",460,"Aug",1436,22,235,84548,"22/8/2012"
"2012","a","broadleaf",9,9,0.8204,"9",461,"Sep",1377,7,251,84799,"7/9/2012"
"2012","a","Lloyd",9,9,0.6685,"9",461,"Sep",1389,7,251,84799,"7/9/2012"
"2012","a","scrub",9,9,0.5955,"9",461,"Sep",1401,7,251,84799,"7/9/2012"
"2012","b","broadleaf",9,9.5,0.8213,"9",462,"Sep",1413,22,266,85065,"22/9/2012"
"2012","b","Lloyd",9,9.5,0.7327,"9",462,"Sep",1425,22,266,85065,"22/9/2012"
"2012","b","scrub",9,9.5,0.5865,"9",462,"Sep",1437,22,266,85065,"22/9/2012"
"2012","a","broadleaf",10,10,0.774,"10",463,"Oct",1378,7,281,85346,"7/10/2012"
"2012","a","Lloyd",10,10,0.7101,"10",463,"Oct",1390,7,281,85346,"7/10/2012"
"2012","a","scrub",10,10,0.5393,"10",463,"Oct",1402,7,281,85346,"7/10/2012"
"2012","b","broadleaf",10,10.5,0.7311,"10",464,"Oct",1414,22,296,85642,"22/10/2012"
"2012","b","Lloyd",10,10.5,0.6697,"10",464,"Oct",1426,22,296,85642,"22/10/2012"
"2012","b","scrub",10,10.5,0.5257,"10",464,"Oct",1438,22,296,85642,"22/10/2012"
"2012","a","broadleaf",11,11,0.7472,"11",465,"Nov",1379,7,312,85954,"7/11/2012"
"2012","a","Lloyd",11,11,0.6882,"11",465,"Nov",1391,7,312,85954,"7/11/2012"
"2012","a","scrub",11,11,0.5538,"11",465,"Nov",1403,7,312,85954,"7/11/2012"
"2012","b","broadleaf",11,11.5,0.7572,"11",466,"Nov",1415,22,327,86281,"22/11/2012"
"2012","b","Lloyd",11,11.5,0.7057,"11",466,"Nov",1427,22,327,86281,"22/11/2012"
"2012","b","scrub",11,11.5,0.571,"11",466,"Nov",1439,22,327,86281,"22/11/2012"
"2012","a","broadleaf",12,12,0.774,"12",467,"Dec",1380,7,342,86623,"7/12/2012"
"2012","a","Lloyd",12,12,0.7123,"12",467,"Dec",1392,7,342,86623,"7/12/2012"
"2012","a","scrub",12,12,0.5783,"12",467,"Dec",1404,7,342,86623,"7/12/2012"
"2012","b","broadleaf",12,12.5,0.8436,"12",468,"Dec",1416,22,357,86980,"22/12/2012"
"2012","b","Lloyd",12,12.5,0.7442,"12",468,"Dec",1428,22,357,86980,"22/12/2012"
"2012","b","scrub",12,12.5,0.5928,"12",468,"Dec",1440,22,357,86980,"22/12/2012"
"2013","a","broadleaf",1,1,0.8088,"1",469,"Jan",1441,7,7,86987,"7/1/2013"
"2013","a","Lloyd",1,1,0.726,"1",469,"Jan",1453,7,7,86987,"7/1/2013"
"2013","a","scrub",1,1,0.5674,"1",469,"Jan",1465,7,7,86987,"7/1/2013"
"2013","b","broadleaf",1,1.5,0.7347,"1",470,"Jan",1477,22,22,87009,"22/1/2013"
"2013","b","Lloyd",1,1.5,0.7223,"1",470,"Jan",1489,22,22,87009,"22/1/2013"
"2013","b","scrub",1,1.5,0.5276,"1",470,"Jan",1501,22,22,87009,"22/1/2013"
"2013","a","broadleaf",2,2,0.6677,"2",471,"Feb",1442,7,38,87047,"7/2/2013"
"2013","a","Lloyd",2,2,0.7375,"2",471,"Feb",1454,7,38,87047,"7/2/2013"
"2013","a","scrub",2,2,0.4895,"2",471,"Feb",1466,7,38,87047,"7/2/2013"
"2013","b","broadleaf",2,2.5,0.6017,"2",472,"Feb",1478,22,53,87100,"22/2/2013"
"2013","b","Lloyd",2,2.5,0.7078,"2",472,"Feb",1490,22,53,87100,"22/2/2013"
"2013","b","scrub",2,2.5,0.4469,"2",472,"Feb",1502,22,53,87100,"22/2/2013"
"2013","a","broadleaf",3,3,0.5793,"3",473,"Mar",1443,7,66,87166,"7/3/2013"
"2013","a","Lloyd",3,3,0.611,"3",473,"Mar",1455,7,66,87166,"7/3/2013"
"2013","a","scrub",3,3,0.417,"3",473,"Mar",1467,7,66,87166,"7/3/2013"
"2013","b","broadleaf",3,3.5,0.5892,"3",474,"Mar",1479,22,81,87247,"22/3/2013"
"2013","b","Lloyd",3,3.5,0.5446,"3",474,"Mar",1491,22,81,87247,"22/3/2013"
"2013","b","scrub",3,3.5,0.3971,"3",474,"Mar",1503,22,81,87247,"22/3/2013"
"2013","a","broadleaf",4,4,0.5713,"4",475,"Apr",1444,7,97,87344,"7/4/2013"
"2013","a","Lloyd",4,4,0.6125,"4",475,"Apr",1456,7,97,87344,"7/4/2013"
"2013","a","scrub",4,4,0.3817,"4",475,"Apr",1468,7,97,87344,"7/4/2013"
"2013","b","broadleaf",4,4.5,0.5652,"4",476,"Apr",1480,22,112,87456,"22/4/2013"
"2013","b","Lloyd",4,4.5,0.6678,"4",476,"Apr",1492,22,112,87456,"22/4/2013"
"2013","b","scrub",4,4.5,0.3998,"4",476,"Apr",1504,22,112,87456,"22/4/2013"
"2013","a","broadleaf",5,5,0.6651,"5",477,"May",1445,7,127,87583,"7/5/2013"
"2013","a","Lloyd",5,5,0.5921,"5",477,"May",1457,7,127,87583,"7/5/2013"
"2013","a","scrub",5,5,0.3653,"5",477,"May",1469,7,127,87583,"7/5/2013"
"2013","b","broadleaf",5,5.5,0.6963,"5",478,"May",1481,22,142,87725,"22/5/2013"
"2013","b","Lloyd",5,5.5,0.5813,"5",478,"May",1493,22,142,87725,"22/5/2013"
"2013","b","scrub",5,5.5,0.3454,"5",478,"May",1505,22,142,87725,"22/5/2013"
"2013","a","broadleaf",6,6,0.6474,"6",479,"Jun",1446,7,158,87883,"7/6/2013"
"2013","a","Lloyd",6,6,0.6396,"6",479,"Jun",1458,7,158,87883,"7/6/2013"
"2013","a","scrub",6,6,0.3409,"6",479,"Jun",1470,7,158,87883,"7/6/2013"
"2013","b","broadleaf",6,6.5,0.5945,"6",480,"Jun",1482,22,173,88056,"22/6/2013"
"2013","b","Lloyd",6,6.5,0.6874,"6",480,"Jun",1494,22,173,88056,"22/6/2013"
"2013","b","scrub",6,6.5,0.3934,"6",480,"Jun",1506,22,173,88056,"22/6/2013"
"2013","a","broadleaf",7,7,0.6358,"7",481,"Jul",1447,7,188,88244,"7/7/2013"
"2013","a","Lloyd",7,7,0.6823,"7",481,"Jul",1459,7,188,88244,"7/7/2013"
"2013","a","scrub",7,7,0.4161,"7",481,"Jul",1471,7,188,88244,"7/7/2013"
"2013","b","broadleaf",7,7.5,0.7079,"7",482,"Jul",1483,22,203,88447,"22/7/2013"
"2013","b","Lloyd",7,7.5,0.6859,"7",482,"Jul",1495,22,203,88447,"22/7/2013"
"2013","b","scrub",7,7.5,0.4569,"7",482,"Jul",1507,22,203,88447,"22/7/2013"
"2013","a","broadleaf",8,8,0.7374,"8",483,"Aug",1448,7,219,88666,"7/8/2013"
"2013","a","Lloyd",8,8,0.6841,"8",483,"Aug",1460,7,219,88666,"7/8/2013"
"2013","a","scrub",8,8,0.4913,"8",483,"Aug",1472,7,219,88666,"7/8/2013"
"2013","b","broadleaf",8,8.5,0.7133,"8",484,"Aug",1484,22,234,88900,"22/8/2013"
"2013","b","Lloyd",8,8.5,0.6785,"8",484,"Aug",1496,22,234,88900,"22/8/2013"
"2013","b","scrub",8,8.5,0.5031,"8",484,"Aug",1508,22,234,88900,"22/8/2013"
"2013","a","broadleaf",9,9,0.7713,"9",485,"Sep",1449,7,250,89150,"7/9/2013"
"2013","a","Lloyd",9,9,0.6756,"9",485,"Sep",1461,7,250,89150,"7/9/2013"
"2013","a","scrub",9,9,0.5475,"9",485,"Sep",1473,7,250,89150,"7/9/2013"
"2013","b","broadleaf",9,9.5,0.7918,"9",486,"Sep",1485,22,265,89415,"22/9/2013"
"2013","b","Lloyd",9,9.5,0.6893,"9",486,"Sep",1497,22,265,89415,"22/9/2013"
"2013","b","scrub",9,9.5,0.5665,"9",486,"Sep",1509,22,265,89415,"22/9/2013"
"2013","a","broadleaf",10,10,0.79,"10",487,"Oct",1450,7,280,89695,"7/10/2013"
"2013","a","Lloyd",10,10,0.6948,"10",487,"Oct",1462,7,280,89695,"7/10/2013"
"2013","a","scrub",10,10,0.5683,"10",487,"Oct",1474,7,280,89695,"7/10/2013"
"2013","b","broadleaf",10,10.5,0.7454,"10",488,"Oct",1486,22,295,89990,"22/10/2013"
"2013","b","Lloyd",10,10.5,0.6904,"10",488,"Oct",1498,22,295,89990,"22/10/2013"
"2013","b","scrub",10,10.5,0.5556,"10",488,"Oct",1510,22,295,89990,"22/10/2013"
"2013","a","broadleaf",11,11,0.7927,"11",489,"Nov",1451,7,311,90301,"7/11/2013"
"2013","a","Lloyd",11,11,0.6911,"11",489,"Nov",1463,7,311,90301,"7/11/2013"
"2013","a","scrub",11,11,0.5629,"11",489,"Nov",1475,7,311,90301,"7/11/2013"
"2013","b","broadleaf",11,11.5,0.7775,"11",490,"Nov",1487,22,326,90627,"22/11/2013"
"2013","b","Lloyd",11,11.5,0.7023,"11",490,"Nov",1499,22,326,90627,"22/11/2013"
"2013","b","scrub",11,11.5,0.5629,"11",490,"Nov",1511,22,326,90627,"22/11/2013"
"2013","a","broadleaf",12,12,0.7811,"12",491,"Dec",1452,7,341,90968,"7/12/2013"
"2013","a","Lloyd",12,12,0.7245,"12",491,"Dec",1464,7,341,90968,"7/12/2013"
"2013","a","scrub",12,12,0.5194,"12",491,"Dec",1476,7,341,90968,"7/12/2013"
"2013","b","broadleaf",12,12.5,0.757,"12",492,"Dec",1488,22,356,91324,"22/12/2013"
"2013","b","Lloyd",12,12.5,0.7175,"12",492,"Dec",1500,22,356,91324,"22/12/2013"
"2013","b","scrub",12,12.5,0.494,"12",492,"Dec",1512,22,356,91324,"22/12/2013"
"2014","a","broadleaf",1,1,0.7088,"1",493,"Jan",1513,7,7,91331,"7/1/2014"
"2014","a","Lloyd",1,1,0.7305,"1",493,"Jan",1525,7,7,91331,"7/1/2014"
"2014","a","scrub",1,1,0.4614,"1",493,"Jan",1537,7,7,91331,"7/1/2014"
"2014","b","broadleaf",1,1.5,0.6617,"1",494,"Jan",1549,22,22,91353,"22/1/2014"
"2014","b","Lloyd",1,1.5,0.7152,"1",494,"Jan",1561,22,22,91353,"22/1/2014"
"2014","b","scrub",1,1.5,0.4487,"1",494,"Jan",1573,22,22,91353,"22/1/2014"
"2014","a","broadleaf",2,2,0.5883,"2",495,"Feb",1514,7,38,91391,"7/2/2014"
"2014","a","Lloyd",2,2,0.6927,"2",495,"Feb",1526,7,38,91391,"7/2/2014"
"2014","a","scrub",2,2,0.4043,"2",495,"Feb",1538,7,38,91391,"7/2/2014"
"2014","b","broadleaf",2,2.5,0.5642,"2",496,"Feb",1550,22,53,91444,"22/2/2014"
"2014","b","Lloyd",2,2.5,0.6897,"2",496,"Feb",1562,22,53,91444,"22/2/2014"
"2014","b","scrub",2,2.5,0.3998,"2",496,"Feb",1574,22,53,91444,"22/2/2014"
"2014","a","broadleaf",3,3,0.5492,"3",497,"Mar",1515,7,66,91510,"7/3/2014"
"2014","a","Lloyd",3,3,0.6148,"3",497,"Mar",1527,7,66,91510,"7/3/2014"
"2014","a","scrub",3,3,0.3771,"3",497,"Mar",1539,7,66,91510,"7/3/2014"
"2014","b","broadleaf",3,3.5,0.6017,"3",498,"Mar",1551,22,81,91591,"22/3/2014"
"2014","b","Lloyd",3,3.5,0.6285,"3",498,"Mar",1563,22,81,91591,"22/3/2014"
"2014","b","scrub",3,3.5,0.3971,"3",498,"Mar",1575,22,81,91591,"22/3/2014"
"2014","a","broadleaf",4,4,0.5383,"4",499,"Apr",1516,7,97,91688,"7/4/2014"
"2014","a","Lloyd",4,4,0.67,"4",499,"Apr",1528,7,97,91688,"7/4/2014"
"2014","a","scrub",4,4,0.378,"4",499,"Apr",1540,7,97,91688,"7/4/2014"
"2014","b","broadleaf",4,4.5,0.5338,"4",500,"Apr",1552,22,112,91800,"22/4/2014"
"2014","b","Lloyd",4,4.5,0.6637,"4",500,"Apr",1564,22,112,91800,"22/4/2014"
"2014","b","scrub",4,4.5,0.3871,"4",500,"Apr",1576,22,112,91800,"22/4/2014"
"2014","a","broadleaf",5,5,0.5884,"5",501,"May",1517,7,127,91927,"7/5/2014"
"2014","a","Lloyd",5,5,0.6262,"5",501,"May",1529,7,127,91927,"7/5/2014"
"2014","a","scrub",5,5,0.3735,"5",501,"May",1541,7,127,91927,"7/5/2014"
"2014","b","broadleaf",5,5.5,0.6793,"5",502,"May",1553,22,142,92069,"22/5/2014"
"2014","b","Lloyd",5,5.5,0.6133,"5",502,"May",1565,22,142,92069,"22/5/2014"
"2014","b","scrub",5,5.5,0.4451,"5",502,"May",1577,22,142,92069,"22/5/2014"
"2014","a","broadleaf",6,6,0.7267,"6",503,"Jun",1518,7,158,92227,"7/6/2014"
"2014","a","Lloyd",6,6,0.6273,"6",503,"Jun",1530,7,158,92227,"7/6/2014"
"2014","a","scrub",6,6,0.4895,"6",503,"Jun",1542,7,158,92227,"7/6/2014"
"2014","b","broadleaf",6,6.5,0.6981,"6",504,"Jun",1554,22,173,92400,"22/6/2014"
"2014","b","Lloyd",6,6.5,0.6522,"6",504,"Jun",1566,22,173,92400,"22/6/2014"
"2014","b","scrub",6,6.5,0.4859,"6",504,"Jun",1578,22,173,92400,"22/6/2014"
"2014","a","broadleaf",7,7,0.707,"7",505,"Jul",1519,7,188,92588,"7/7/2014"
"2014","a","Lloyd",7,7,0.6874,"7",505,"Jul",1531,7,188,92588,"7/7/2014"
"2014","a","scrub",7,7,0.4822,"7",505,"Jul",1543,7,188,92588,"7/7/2014"
"2014","b","broadleaf",7,7.5,0.6954,"7",506,"Jul",1555,22,203,92791,"22/7/2014"
"2014","b","Lloyd",7,7.5,0.6904,"7",506,"Jul",1567,22,203,92791,"22/7/2014"
"2014","b","scrub",7,7.5,0.4768,"7",506,"Jul",1579,22,203,92791,"22/7/2014"
"2014","a","broadleaf",8,8,0.7374,"8",507,"Aug",1520,7,219,93010,"7/8/2014"
"2014","a","Lloyd",8,8,0.6997,"8",507,"Aug",1532,7,219,93010,"7/8/2014"
"2014","a","scrub",8,8,0.542,"8",507,"Aug",1544,7,219,93010,"7/8/2014"
"2014","b","broadleaf",8,8.5,0.7124,"8",508,"Aug",1556,22,234,93244,"22/8/2014"
"2014","b","Lloyd",8,8.5,0.6863,"8",508,"Aug",1568,22,234,93244,"22/8/2014"
"2014","b","scrub",8,8.5,0.5348,"8",508,"Aug",1580,22,234,93244,"22/8/2014"
"2014","a","broadleaf",9,9,0.7856,"9",509,"Sep",1521,7,250,93494,"7/9/2014"
"2014","a","Lloyd",9,9,0.6856,"9",509,"Sep",1533,7,250,93494,"7/9/2014"
"2014","a","scrub",9,9,0.5955,"9",509,"Sep",1545,7,250,93494,"7/9/2014"
"2014","b","broadleaf",9,9.5,0.7838,"9",510,"Sep",1557,22,265,93759,"22/9/2014"
"2014","b","Lloyd",9,9.5,0.6848,"9",510,"Sep",1569,22,265,93759,"22/9/2014"
"2014","b","scrub",9,9.5,0.5955,"9",510,"Sep",1581,22,265,93759,"22/9/2014"
"2014","a","broadleaf",10,10,0.7695,"10",511,"Oct",1522,7,280,94039,"7/10/2014"
"2014","a","Lloyd",10,10,0.6897,"10",511,"Oct",1534,7,280,94039,"7/10/2014"
"2014","a","scrub",10,10,0.5937,"10",511,"Oct",1546,7,280,94039,"7/10/2014"
"2014","b","broadleaf",10,10.5,0.7472,"10",512,"Oct",1558,22,295,94334,"22/10/2014"
"2014","b","Lloyd",10,10.5,0.6786,"10",512,"Oct",1570,22,295,94334,"22/10/2014"
"2014","b","scrub",10,10.5,0.5747,"10",512,"Oct",1582,22,295,94334,"22/10/2014"
"2014","a","broadleaf",11,11,0.7668,"11",513,"Nov",1523,7,311,94645,"7/11/2014"
"2014","a","Lloyd",11,11,0.6241,"11",513,"Nov",1535,7,311,94645,"7/11/2014"
"2014","a","scrub",11,11,0.5584,"11",513,"Nov",1547,7,311,94645,"7/11/2014"
"2014","b","broadleaf",11,11.5,0.7695,"11",514,"Nov",1559,22,326,94971,"22/11/2014"
"2014","b","Lloyd",11,11.5,0.6611,"11",514,"Nov",1571,22,326,94971,"22/11/2014"
"2014","b","scrub",11,11.5,0.5547,"11",514,"Nov",1583,22,326,94971,"22/11/2014"
"2014","a","broadleaf",12,12,0.6768,"12",515,"Dec",1524,7,341,95312,"7/12/2014"
"2014","a","Lloyd",12,12,0.716,"12",515,"Dec",1536,7,341,95312,"7/12/2014"
"2014","a","scrub",12,12,0.4986,"12",515,"Dec",1548,7,341,95312,"7/12/2014"
"2014","b","broadleaf",12,12.5,0.6722,"12",516,"Dec",1560,22,356,95668,"22/12/2014"
"2014","b","Lloyd",12,12.5,0.7271,"12",516,"Dec",1572,22,356,95668,"22/12/2014"
"2014","b","scrub",12,12.5,0.4958,"12",516,"Dec",1584,22,356,95668,"22/12/2014"
"2015","a","broadleaf",1,1,0.6793,"1",517,"Jan",1585,7,7,95675,"7/1/2015"
"2015","a","Lloyd",1,1,0.7152,"1",517,"Jan",1597,7,7,95675,"7/1/2015"
"2015","a","scrub",1,1,0.504,"1",517,"Jan",1609,7,7,95675,"7/1/2015"
"2015","b","broadleaf",1,1.5,0.657,"1",518,"Jan",1621,22,22,95697,"22/1/2015"
"2015","b","Lloyd",1,1.5,0.6994,"1",518,"Jan",1633,22,22,95697,"22/1/2015"
"2015","b","scrub",1,1.5,0.494,"1",518,"Jan",1645,22,22,95697,"22/1/2015"
"2015","a","broadleaf",2,2,0.6642,"2",519,"Feb",1586,7,38,95735,"7/2/2015"
"2015","a","Lloyd",2,2,0.6744,"2",519,"Feb",1598,7,38,95735,"7/2/2015"
"2015","a","scrub",2,2,0.4958,"2",519,"Feb",1610,7,38,95735,"7/2/2015"
"2015","b","broadleaf",2,2.5,0.7195,"2",520,"Feb",1622,22,53,95788,"22/2/2015"
"2015","b","Lloyd",2,2.5,0.7075,"2",520,"Feb",1634,22,53,95788,"22/2/2015"
"2015","b","scrub",2,2.5,0.5212,"2",520,"Feb",1646,22,53,95788,"22/2/2015"
"2015","a","broadleaf",3,3,0.6784,"3",521,"Mar",1587,7,66,95854,"7/3/2015"
"2015","a","Lloyd",3,3,0.67,"3",521,"Mar",1599,7,66,95854,"7/3/2015"
"2015","a","scrub",3,3,0.4958,"3",521,"Mar",1611,7,66,95854,"7/3/2015"
"2015","b","broadleaf",3,3.5,0.6134,"3",522,"Mar",1623,22,81,95935,"22/3/2015"
"2015","b","Lloyd",3,3.5,0.6619,"3",522,"Mar",1635,22,81,95935,"22/3/2015"
"2015","b","scrub",3,3.5,0.4469,"3",522,"Mar",1647,22,81,95935,"22/3/2015"
"2015","a","broadleaf",4,4,0.5758,"4",523,"Apr",1588,7,97,96032,"7/4/2015"
"2015","a","Lloyd",4,4,0.66,"4",523,"Apr",1600,7,97,96032,"7/4/2015"
"2015","a","scrub",4,4,0.4052,"4",523,"Apr",1612,7,97,96032,"7/4/2015"
"2015","b","broadleaf",4,4.5,0.5624,"4",524,"Apr",1624,22,112,96144,"22/4/2015"
"2015","b","Lloyd",4,4.5,0.7008,"4",524,"Apr",1636,22,112,96144,"22/4/2015"
"2015","b","scrub",4,4.5,0.3726,"4",524,"Apr",1648,22,112,96144,"22/4/2015"
"2015","a","broadleaf",5,5,0.4686,"5",525,"May",1589,7,127,96271,"7/5/2015"
"2015","a","Lloyd",5,5,0.6793,"5",525,"May",1601,7,127,96271,"7/5/2015"
"2015","a","scrub",5,5,0.311,"5",525,"May",1613,7,127,96271,"7/5/2015"
"2015","b","broadleaf",5,5.5,0.4722,"5",526,"May",1625,22,142,96413,"22/5/2015"
"2015","b","Lloyd",5,5.5,0.6644,"5",526,"May",1637,22,142,96413,"22/5/2015"
"2015","b","scrub",5,5.5,0.3037,"5",526,"May",1649,22,142,96413,"22/5/2015"
"2015","a","broadleaf",6,6,0.5204,"6",527,"Jun",1590,7,158,96571,"7/6/2015"
"2015","a","Lloyd",6,6,0.6518,"6",527,"Jun",1602,7,158,96571,"7/6/2015"
"2015","a","scrub",6,6,0.3345,"6",527,"Jun",1614,7,158,96571,"7/6/2015"
"2015","b","broadleaf",6,6.5,0.5472,"6",528,"Jun",1626,22,173,96744,"22/6/2015"
"2015","b","Lloyd",6,6.5,0.65,"6",528,"Jun",1638,22,173,96744,"22/6/2015"
"2015","b","scrub",6,6.5,0.3436,"6",528,"Jun",1650,22,173,96744,"22/6/2015"
"2015","a","broadleaf",7,7,0.5186,"7",529,"Jul",1591,7,188,96932,"7/7/2015"
"2015","a","Lloyd",7,7,0.6526,"7",529,"Jul",1603,7,188,96932,"7/7/2015"
"2015","a","scrub",7,7,0.3155,"7",529,"Jul",1615,7,188,96932,"7/7/2015"
"2015","b","broadleaf",7,7.5,0.4811,"7",530,"Jul",1627,22,203,97135,"22/7/2015"
"2015","b","Lloyd",7,7.5,0.6615,"7",530,"Jul",1639,22,203,97135,"22/7/2015"
"2015","b","scrub",7,7.5,0.3101,"7",530,"Jul",1651,22,203,97135,"22/7/2015"
"2015","a","broadleaf",8,8,0.4088,"8",531,"Aug",1592,7,219,97354,"7/8/2015"
"2015","a","Lloyd",8,8,0.6233,"8",531,"Aug",1604,7,219,97354,"7/8/2015"
"2015","a","scrub",8,8,0.2756,"8",531,"Aug",1616,7,219,97354,"7/8/2015"
"2015","b","broadleaf",8,8.5,0.5061,"8",532,"Aug",1628,22,234,97588,"22/8/2015"
"2015","b","Lloyd",8,8.5,0.6456,"8",532,"Aug",1640,22,234,97588,"22/8/2015"
"2015","b","scrub",8,8.5,0.3418,"8",532,"Aug",1652,22,234,97588,"22/8/2015"
"2015","a","broadleaf",9,9,0.6624,"9",533,"Sep",1593,7,250,97838,"7/9/2015"
"2015","a","Lloyd",9,9,0.6277,"9",533,"Sep",1605,7,250,97838,"7/9/2015"
"2015","a","scrub",9,9,0.4397,"9",533,"Sep",1617,7,250,97838,"7/9/2015"
"2015","b","broadleaf",9,9.5,0.7561,"9",534,"Sep",1629,22,265,98103,"22/9/2015"
"2015","b","Lloyd",9,9.5,0.6456,"9",534,"Sep",1641,22,265,98103,"22/9/2015"
"2015","b","scrub",9,9.5,0.5339,"9",534,"Sep",1653,22,265,98103,"22/9/2015"
"2015","a","broadleaf",10,10,0.7793,"10",535,"Oct",1594,7,280,98383,"7/10/2015"
"2015","a","Lloyd",10,10,0.6767,"10",535,"Oct",1606,7,280,98383,"7/10/2015"
"2015","a","scrub",10,10,0.5348,"10",535,"Oct",1618,7,280,98383,"7/10/2015"
"2015","b","broadleaf",10,10.5,0.7552,"10",536,"Oct",1630,22,295,98678,"22/10/2015"
"2015","b","Lloyd",10,10.5,0.6968,"10",536,"Oct",1642,22,295,98678,"22/10/2015"
"2015","b","scrub",10,10.5,0.5049,"10",536,"Oct",1654,22,295,98678,"22/10/2015"
"2015","a","broadleaf",11,11,0.7025,"11",537,"Nov",1595,7,311,98989,"7/11/2015"
"2015","a","Lloyd",11,11,0.6778,"11",537,"Nov",1607,7,311,98989,"7/11/2015"
"2015","a","scrub",11,11,0.4759,"11",537,"Nov",1619,7,311,98989,"7/11/2015"
"2015","b","broadleaf",11,11.5,0.6936,"11",538,"Nov",1631,22,326,99315,"22/11/2015"
"2015","b","Lloyd",11,11.5,0.6908,"11",538,"Nov",1643,22,326,99315,"22/11/2015"
"2015","b","scrub",11,11.5,0.5121,"11",538,"Nov",1655,22,326,99315,"22/11/2015"
